id,ep,pic,num,belong,name,gender,birth,address,job,level,career,wealth,military,tax_total,tax_5y,tax_defalt,crim_cnt,candi_cnt,detail_url,gong_url
58,중랑구갑,http://info.nec.go.kr/photo_20200415/Gsg1107/Hb100135715/gicho/thumbnail.100135715.JPG,1,더불어민주당,"서영교
(徐瑛敎)",여,"1964.11.11
(55세)",서울특별시 중랑구 면목로37길,국회의원,이화여자대학교대학원 동아시아학연구 비교정치경제전공 박사학위과정수료,"(전)더불어민주당 원내수석부대표
(현)제20대 국회의원",1888174,해당없음(비대상),170280,0,0,1건,2회,http://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020200415&huboId=100135715,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100135715#none
59,중랑구갑,http://info.nec.go.kr/photo_20200415/Gsg1107/Hb100137496/gicho/thumbnail.100137496.JPG,2,미래통합당,"김삼화
(金三和)",여,"1962.08.01
(57세)",서울특별시 중랑구 사가정로72길,변호사,서울시립대학교 도시행정대학원(현 도시과학대학원) 세무관리학과졸업(경영학 석사),"(전) 제20대 국회의원
(전) 대한변호사회 부협회장",10093840,해당없음(비대상),191697,0,0,없음,1회,http://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020200415&huboId=100137496,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100137496#none
60,중랑구갑,http://info.nec.go.kr/photo_20200415/Gsg1107/Hb100137956/gicho/thumbnail.100137956.JPG,3,민생당,"이기현
(李起炫)",남,"1956.03.02
(64세)",서울특별시 중랑구 면목로30길,정당인,한양대학교 대학원 국어국문학과 박사과정 졸업 문학박사,"(전)한양여자고등학교 교사
(전)한양대학교 강사",95664,군복무를 마친사람,73,0,0,1건,0회,http://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020200415&huboId=100137956,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100137956#none
61,중랑구갑,http://info.nec.go.kr/photo_20200415/Gsg1107/Hb100135250/gicho/thumbnail.100135250.JPG,6,정의당,"김지수
(金智秀)",남,"1993.12.28
(26세)",서울특별시 중랑구 중랑천로,정당인,선린인터넷고등학교 졸업,"(현)정의당 중랑구위원회 위원장
(현)심상정 대표 사회복지 특보",5000,군복무를 마친사람,0,0,0,없음,0회,http://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020200415&huboId=100135250,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100135250#none
62,중랑구갑,http://info.nec.go.kr/photo_20200415/Gsg1107/Hb100134751/gicho/thumbnail.100134751.JPG,7,민중당,"성치화
(成治和)",남,"1991.04.19
(28세)",서울특별시 중랑구 봉우재로53길,정당인,서울시립대학교 철학과 졸업,"(현)청년민중당 집행위원장
(현)민중당 기후위기특별위원장",37340,군복무를 마친사람,73,0,0,없음,1회,http://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020200415&huboId=100134751,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100134751#none
63,중랑구갑,http://info.nec.go.kr/photo_20200415/Gsg1107/Hb100135635/gicho/thumbnail.100135635.JPG,8,국가혁명배당금당,"박명수
(朴明洙)",남,"1943.11.26
(76세)",서울특별시 중랑구 사가정로60길,회사원,미기재,(현)국가혁명배당금당 중랑구갑 지역협의회 위원장,-248920,군복무를 마친사람,42414,0,0,없음,0회,http://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020200415&huboId=100135635,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100135635#none
64,중랑구갑,http://info.nec.go.kr/photo_20200415/Gsg1107/Hb100135584/gicho/thumbnail.100135584.JPG,9,무소속,"이성복
(李聖福)",남,"1957.02.09
(63세)",서울특별시 중랑구 용마산로94길,까페운영,육군사관학교 기계공학과 졸업,"(전)육군중령 예편
(전)컴퓨터 프로그래머",289000,군복무를 마친사람,8930,0,0,없음,0회,http://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020200415&huboId=100135584,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100135584#none
65,중랑구을,http://info.nec.go.kr/photo_20200415/Gsg1107/Hb100137170/gicho/thumbnail.100137170.JPEG,1,더불어민주당,"박홍근
(朴洪根)",남,"1969.10.08
(50세)",서울특별시 중랑구 봉화산로,제20대 국회의원,경희대학교 행정대학원 환경행정학과 졸업(행정학석사),"(현) 국회의원(제19대, 20대)
(전) 더불어민주당 원내수석부대표",426638,군복무를 마치지 아니한 사람,57507,0,0,2건,2회,http://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020200415&huboId=100137170,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100137170#none
66,중랑구을,http://info.nec.go.kr/photo_20200415/Gsg1107/Hb100136294/gicho/thumbnail.100136294.JPG,2,미래통합당,"윤상일
(尹相逸)",남,"1955.01.19
(65세)",서울특별시 중랑구 송림길,정당인,성균관대학교 중어중문학과 졸업,"(전)제18대 국회의원
(현)대한민국 헌정회 운영위원",9156348,군복무를 마친사람,624446,453,0,2건,1회,http://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020200415&huboId=100136294,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100136294#none
67,중랑구을,http://info.nec.go.kr/photo_20200415/Gsg1107/Hb100134931/gicho/thumbnail.100134931.JPG,7,민중당,"이소영
(李素瑛)",여,"1987.03.29
(33세)",서울특별시 중랑구 용마산로111길,정당인,삼육대학교 사회복지학과 졸업,"(현)민중당 중랑지역위원장
(현)민중당 중랑구 불평등해소 특위 위원장",-80463,해당없음(비대상),894,0,0,1건,3회,http://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020200415&huboId=100134931,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100134931#none
68,중랑구을,http://info.nec.go.kr/photo_20200415/Gsg1107/Hb100135944/gicho/thumbnail.100135944.JPG,8,국가혁명배당금당,"신황우
(申璜雨)",남,"1951.03.18
(69세)",서울특별시 중랑구 신내로17길,정당인(서울시부위원장),서울시립대학교 도시과학대학원 도시행정학과 졸업(행정학석사),(전) 서울시 공무원,936598,군복무를 마친사람,3066,0,0,없음,0회,http://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020200415&huboId=100135944,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100135944#none
69,중랑구을,http://info.nec.go.kr/photo_20200415/Gsg1107/Hb100137197/gicho/thumbnail.100137197.JPG,9,한국복지당,"민정기
(閔貞基)",남,"1955.10.21
(64세)",서울특별시 중랑구 봉화산로56길,무극정기(주) 대표,고려대학교 경영대학원 석사과정 재무관리전공 경영학석사,"(전)산업통상자원부 행정관 정년퇴직
(현)한국효문화연구원 이사",894000,군복무를 마친사람,7831,0,0,없음,0회,http://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020200415&huboId=100137197,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100137197#none
70,성북구갑,http://info.nec.go.kr/photo_20200415/Gsg1108/Hb100135069/gicho/thumbnail.100135069.JPG,1,더불어민주당,"김영배
(金永培)",남,"1967.03.08
(53세)",서울특별시 성북구 고려대로2길,정당인,고려대학교 정치외교학과 졸업,"(전) 민선5기, 6기 성북구청장
(전) 문재인대통령 청와대비서관(정책조정/민정)",321253,군복무를 마치지 아니한 사람,34389,0,0,없음,2회,http://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020200415&huboId=100135069,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100135069#none
71,성북구갑,http://info.nec.go.kr/photo_20200415/Gsg1108/Hb100137406/gicho/thumbnail.100137406.JPG,2,미래통합당,"한상학
(韓相鶴)",남,"1962.03.12
(58세)",서울특별시 성북구 고려대로6길,치과의사원장,고려대학교 대학원 신소재공학과 졸업 (공학박사),"(현)대한치과의원 원장(전문의)
(현)재단법인 한국지식문화재단 이사",5646106,군복무를 마친사람,385201,0,0,3건,2회,http://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020200415&huboId=100137406,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100137406#none
72,성북구갑,http://info.nec.go.kr/photo_20200415/Gsg1108/Hb100137740/gicho/thumbnail.100137740.JPG,3,민생당,"박춘림
(朴春林)",여,"1962.03.12
(58세)",서울특별시 성북구 정릉로24길,정당인,국민대학교정치대학원 의회·지방정치전공(정치학석사),"(현)민생당 성북갑지역위원장
(전)제7회 지방선거 성북구청장선거 후보",12400,해당없음(비대상),11156,3844,0,없음,2회,http://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020200415&huboId=100137740,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100137740#none
73,성북구갑,http://info.nec.go.kr/photo_20200415/Gsg1108/Hb100135902/gicho/thumbnail.100135902.JPG,7,국가혁명배당금당,"최원용
(崔源用)",남,"1970.07.15
(49세)",서울특별시 성북구 솔샘로5길,정당인,경서고등학교 졸업,"(전) 기아자동차 디지털단지 근무
(현) 국가혁명배당금당 성북구갑당협위원장",117600,군복무를 마치지 아니한 사람,1453,0,0,1건,0회,http://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020200415&huboId=100135902,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100135902#none
74,성북구을,http://info.nec.go.kr/photo_20200415/Gsg1108/Hb100136215/gicho/thumbnail.100136215.JPG,1,더불어민주당,"기동민
(奇東旻)",남,"1966.02.23
(54세)",서울특별시 성북구 숭인로,국회의원,성균관대학교 언론정보대학원 언론학 석사,"(현)더불어민주당 서울 성북을 국회의원
(전)서울시 정무부시장",1984993,군복무를 마친사람,29469,0,0,2건,2회,http://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020200415&huboId=100136215,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100136215#none
75,성북구을,http://info.nec.go.kr/photo_20200415/Gsg1108/Hb100137082/gicho/thumbnail.100137082.JPG,2,미래통합당,"정태근
(鄭泰根)",남,"1964.01.08
(56세)",서울특별시 성북구 종암로19길,(사)시민을위한정책연구원 이사장,연세대학교 경제대학원 공공발전전공 석사과정 졸업,"(전)제18대 국회의원
(전)서울특별시 정무부시장",877067,군복무를 마치지 아니한 사람,112066,0,0,3건,6회,http://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020200415&huboId=100137082,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100137082#none
76,성북구을,http://info.nec.go.kr/photo_20200415/Gsg1108/Hb100135199/gicho/thumbnail.100135199.JPG,7,민중당,"편재승
(片在承)",남,"1968.12.26
(51세)",서울특별시 성북구 정릉로,건설노동자,한국외국어대학교 스페인어통번역학과 졸업,"(전)통합진보당 원내행정실장
(현)민주노총 서울건설지부 교육위원",499240,군복무를 마치지 아니한 사람,1531,121,0,5건,1회,http://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020200415&huboId=100135199,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100135199#none
77,성북구을,http://info.nec.go.kr/photo_20200415/Gsg1108/Hb100135299/gicho/thumbnail.100135299.JPG,8,국가혁명배당금당,"임경호
(林京虎)",남,"1962.07.14
(57세)",서울특별시 성북구 종암로5길,델타유통 대표,경희대학교 물리학과 졸업,"(현)델타유통 대표
(현)국가혁명배당금당 성북구을당협위원장",83448,군복무를 마친사람,2310,0,0,없음,0회,http://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020200415&huboId=100135299,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100135299#none
78,강북구갑,http://info.nec.go.kr/photo_20200415/Gsg1109/Hb100135984/gicho/thumbnail.100135984.JPG,1,더불어민주당,"천준호
(千俊鎬)",남,"1971.02.15
(49세)",서울특별시 강북구 삼각산로,정당인,경희대학교 행정대학원 자치행정학과 졸업(행정학석사),"(현)더불어민주당 강북갑 지역위원장
(전)박원순 서울시장 비서실장",1486205,군복무를 마친사람,11067,0,0,없음,1회,http://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020200415&huboId=100135984,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100135984#none
79,강북구갑,http://info.nec.go.kr/photo_20200415/Gsg1109/Hb100136850/gicho/thumbnail.100136850.JPG,2,미래통합당,"정양석
(鄭亮碩)",남,"1958.11.25
(61세)",서울특별시 강북구 오현로31길,정당인,서강대학교 공공정책대학원 국제관계통상외교학과 졸업(정치학 석사),"(현)국회의원(18대,20대)
(전)자유한국당 원내수석부대표",2095415,군복무를 마친사람,41261,0,0,없음,3회,http://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020200415&huboId=100136850,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100136850#none
80,강북구갑,http://info.nec.go.kr/photo_20200415/Gsg1109/Hb100135256/gicho/thumbnail.100135256.JPG,7,민중당,"김은진
(金垠辰)",여,"1964.10.05
(55세)",서울특별시 강북구 노해로8가길,원광대학교 법학전문대학원 교수,고려대학교 대학원 법학과 졸업(법학박사),"(현)민중당 공동대표
(현)국민주권연대 공동대표",243692,해당없음(비대상),20807,0,0,없음,1회,http://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020200415&huboId=100135256,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100135256#none
81,강북구갑,http://info.nec.go.kr/photo_20200415/Gsg1109/Hb100135162/gicho/thumbnail.100135162.JPG,8,무소속,"선계선
(宣桂善)",남,"1955.02.02
(65세)",서울특별시 강북구 덕릉로40가길,음악인,미기재,"(전) 강북구청장 후보 출마
(현) 충무공 이순신 장군동상 독도건립추진위원회 대표이사",225000,군복무를 마친사람,600,0,0,없음,1회,http://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020200415&huboId=100135162,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100135162#none
82,강북구을,http://info.nec.go.kr/photo_20200415/Gsg1109/Hb100136273/gicho/thumbnail.100136273.JPG,1,더불어민주당,"박용진
(朴用鎭)",남,"1971.04.17
(48세)",서울특별시 강북구 솔샘로,국회의원,성균관대학교 사회학과 졸업,"(현)제20대 국회의원
(전)민주당 대변인",1111523,군복무를 마친사람,32173,0,0,4건,3회,http://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020200415&huboId=100136273,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100136273#none
83,강북구을,http://info.nec.go.kr/photo_20200415/Gsg1109/Hb100135143/gicho/thumbnail.100135143.JPG,2,미래통합당,"안홍렬
(安鴻烈)",남,"1958.07.15
(61세)",서울특별시 강북구 솔샘로,변호사,서울대학교 법학과 졸업,"(전)한국전력 상임감사위원
(현)변호사 안홍렬 법률사무소 대표변호사",1842722,군복무를 마친사람,136164,0,0,1건,4회,http://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020200415&huboId=100135143,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100135143#none
84,강북구을,http://info.nec.go.kr/photo_20200415/Gsg1109/Hb100137826/gicho/thumbnail.100137826.JPG,7,국가혁명배당금당,"좌태홍
(左太弘)",남,"1966.08.17
(53세)",서울특별시 강북구 도봉로29길,성경연구 봉사자,한국방송통신대학교 법학과 졸업,"(현)성경연구 봉사자
(전)봉사자 성경연구",75756,군복무를 마친사람,0,0,0,1건,0회,http://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020200415&huboId=100137826,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100137826#none
